key,year,season,observe_date,previous_cutting_date,location_1,location_2,location_3,location_4,cultivar,tea_kind,sample_label,replication,G1L,G2L,G3L,G4L,G5L,G6L,G7L,G8L,G9L,O1L,O2L,O3L,O4L,O5L,O6L,O7L,O8L,O9L,cutting_height,tea_buds_cm,leaf_number,avg_inter_node,open_plane,buds_weight_100,polyphenol,FAA,Theanine,caffeine,Gallic_Acid,Catechin,GC,EGC,EC,EGCG,GCG,ECG,CG,total_catechins
1083rdT183,108,3rd,2019/7/16,2020/5/16,23,NULL,125,南東,T18,black tea,3,3,0,0,0,0,1,0,5,3,1,0,0,1,1,5,11,4,0,0,64,7.54,3.8,1.759,0.8,159.6,57.8,29.725,13.96,23.785,3.13,0,15.855,0,0,0,0,0,,15.855
1083rdT201,108,3rd,2019/7/1,2020/5/10,11,1,50,北東,T20,black tea,1,1,0,0,0,1,4,12,2,0,0,0,0,2,14,23,10,2,0,0,57,7.95,3.8,1.916833333,0.6,118.7,37.23,17.795,3.225,15.19,1.89,0,12.31,0,0,0,0,0,,12.31
1083rdT202,108,3rd,2019/7/1,2020/5/10,11,1,90,中中,T20,black tea,2,2,0,0,0,2,4,5,3,0,0,0,0,5,27,19,2,0,0,0,57,9.48,4.6,1.976333333,0.4,109.7,36.995,17.09,3.235,15.195,1.93,0,12.515,0,0,0,0,0,,12.515
1083rdT203,108,3rd,2019/7/1,2020/5/10,11,1,120,南西,T20,black tea,3,3,0,0,0,5,6,9,3,0,0,0,0,11,8,11,5,0,0,0,57,8.14,4.2,1.860666667,0.6,107.1,36.825,16.285,3.23,15.22,1.915,0,12.45,0,0,0,0,0,,12.45
1084thFS1,108,4th,2019/8/5,2020/6/21,5,1,30,北東,FS,fresh leaves,1,1,0,0,1,1,4,8,6,2,0,0,0,2,2,10,4,2,0,0,53,11.86,5.5,2.139,0.2,134.9,77.06760625,24.72162677,13.43550367,14.87883146,0.995029685,0.0811,5.211953059,12.89734429,4.607186245,29.36176076,2.819163462,7.129297428,,62.10778903
1084thFS2,108,4th,2019/8/5,2020/6/21,5,2,100,中中,FS,fresh leaves,2,2,0,0,0,1,1,4,1,0,0,0,0,0,11,25,10,5,0,0,53,10.1,5.2,1.854333333,0.4,143.3,68.23178039,25.0652316,13.74472872,13.3512463,0.761639021,0.081,5.520928918,13.04384726,4.400067755,27.85476632,2.837220033,6.234971509,,59.97282077
1084thFS3,108,4th,2019/8/5,2020/6/21,5,2,120,南西,FS,fresh leaves,3,3,0,0,0,2,1,8,5,3,0,0,0,0,11,10,7,3,0,0,53,10.78,5.2,1.993880952,0.4,155.6,76.82216659,26.09638531,13.81218118,13.9844179,0.625728136,0.08105,5.686444141,13.80610551,4.374429521,30.53093576,3.01271788,6.640466481,,64.13215081
1084thT81,108,4th,2019/8/27,2020/7/3,11,2,20,東,T8,fresh leaves,1,1,0,0,0,3,2,3,0,0,0,0,1,4,11,30,4,1,0,0,70,7.98,5,1.536833333,1,145.8,112.8145304,22.27916744,9.46856682,21.69678132,1.069844272,0.0218,9.553058125,25.75616449,3.454407645,64.53414191,5.610060079,10.3711323,,119.3007932
1084thT82,108,4th,2019/8/27,2020/7/3,11,2,41,中,T8,fresh leaves,2,2,0,0,0,0,2,2,1,0,0,0,1,10,13,17,7,0,0,0,70,9.85,4.8,1.9965,1,172.1,91.95714988,28.93729779,12.11491971,17.18756092,1.076880455,0.02085,8.376899624,22.56502722,3.08565855,49.38237842,6.050217043,8.269820935,,97.75084441
1084thT83,108,4th,2019/8/27,2020/7/3,11,2,60,西,T8,fresh leaves,3,3,0,1,2,1,1,4,2,0,0,0,1,2,12,17,5,0,0,0,70,8.99,4.5,1.931166667,0.9,145.1,111.2416385,30.40731322,13.056873,21.0183403,0.994990973,0.01815,9.310211531,24.37895405,3.316995694,62.25597532,5.499912827,9.730228661,,114.5104176
1084thT121,108,4th,2019/8/10,2020/6/18,6,3,30,南西,T12,fresh leaves,1,1,0,0,0,0,6,9,7,2,0,0,0,7,19,17,6,0,0,0,57,9.68,4.9,1.905166667,0.5,86,62.9345632,21.72730978,8.952754532,14.32631635,0.844589826,0.0811,9.854834282,14.8323486,3.644811475,22.89848834,2.612951836,4.509692682,,58.434211
1084thT122,108,4th,2019/8/10,2020/6/18,6,4,110,中中,T12,fresh leaves,2,2,0,0,0,1,4,7,4,0,0,0,0,1,22,19,3,1,0,0,57,9.07,4.6,1.875809524,0.7,87.4,61.49903719,22.79717489,9.215620126,13.83660164,0.732326797,0.08115,5.701592604,13.93953619,3.112889973,21.64019388,2.439622509,4.419052636,,51.33402025
1084thT123,108,4th,2019/8/10,2020/6/18,6,4,86,北東,T12,fresh leaves,3,3,0,0,0,0,0,15,13,3,0,0,0,10,24,19,5,0,0,0,57,8.26,4.9,1.603309524,0.4,117.2,68.02149442,17.75838058,11.03490277,16.19904714,0.776152793,0.08115,6.10559394,15.86965105,4.208084063,25.79724786,3.166753233,5.213635794,,60.44211464
1084thT181,108,4th,2019/9/9,2020/7/22,2,2,140,中西,T18,fresh leaves,1,1,0,0,0,0,3,9,6,0,0,0,1,3,9,8,9,1,0,0,61,10.16,4.6,2.147333333,0.2,141.8,120.3973497,23.19089673,9.407809067,26.69588197,1.339623402,0.0641,13.60449397,20.32962382,4.94268548,62.13087554,7.239695928,14.60542162,,122.9168861
1084thT182,108,4th,2019/9/9,2020/7/22,2,2,120,南中,T18,fresh leaves,2,2,0,0,0,2,2,8,3,0,0,0,0,3,5,18,15,2,0,0,61,11.36,4.8,2.274190476,0.4,148.1,116.5137612,21.7976117,9.748518037,27.25860032,1.242335896,0.06585,13.98036383,21.25307395,5.129280507,63.79836327,7.465453087,14.87837409,,126.5707345
1084thT183,108,4th,2019/9/9,2020/7/22,1,2,119,北東,T18,fresh leaves,3,3,0,0,1,3,13,12,0,0,0,0,0,1,11,19,5,0,0,0,61,8.67,4.3,1.925,0.3,135,126.518121,21.93566961,9.435510586,26.62282799,1.224164462,0.06655,14.14844264,21.41333843,5.048649051,64.56059708,7.30013257,14.84147794,,127.3791977
1084thFS1,108,4th,2019/8/5,2020/6/21,5,1,30,北東,FS,black tea,1,1,0,0,1,1,4,8,6,2,0,0,0,2,2,10,4,2,0,0,53,11.86,5.5,2.139,0.2,134.9,33.92734171,20.37573127,6.396991057,8.772504251,1.161373328,0,0,0,0,0,0,0,,0
1084thFS2,108,4th,2019/8/5,2020/6/21,5,2,100,中中,FS,black tea,2,2,0,0,0,1,1,4,1,0,0,0,0,0,11,25,10,5,0,0,53,10.1,5.2,1.854333333,0.4,143.3,34.00009162,20.99168725,6.329990415,8.961261747,1.192685517,0,0,0,0,0,0,0,,0
1084thFS3,108,4th,2019/8/5,2020/6/21,5,2,120,南西,FS,black tea,3,3,0,0,0,2,1,8,5,3,0,0,0,0,11,10,7,3,0,0,53,10.78,5.2,1.993880952,0.4,155.6,36.21657818,20.1669747,6.217336724,8.92940298,1.177160826,0,0,0,0,0,0,0,,0
1084thT81,108,4th,2019/8/27,2020/7/3,11,2,20,東,T8,black tea,1,1,0,0,0,3,2,3,0,0,0,0,1,4,11,30,4,1,0,0,70,7.98,5,1.536833333,1,145.8,52.08387311,31.05448922,8.752258546,11.20142916,1.810467147,0,0,0,0,0,0,0,,0
1084thT82,108,4th,2019/8/27,2020/7/3,11,2,41,中,T8,black tea,2,2,0,0,0,0,2,2,1,0,0,0,1,10,13,17,7,0,0,0,70,9.85,4.8,1.9965,1,172.1,52.5461419,30.45896347,9.673063653,11.41983259,1.846516283,0,0,0,0,0,0,0,,0
1084thT83,108,4th,2019/8/27,2020/7/3,11,2,60,西,T8,black tea,3,3,0,1,2,1,1,4,2,0,0,0,1,2,12,17,5,0,0,0,70,8.99,4.5,1.931166667,0.9,145.1,46.12151969,29.78030129,9.198371742,10.71321941,1.741983358,0,0,0,0,0,0,0,,0
1084thT121,108,4th,2019/8/10,2020/6/18,6,3,30,南西,T12,black tea,1,1,0,0,0,0,6,9,7,2,0,0,0,7,19,17,6,0,0,0,57,9.68,4.9,1.905166667,0.5,86,27.26147457,23.37976036,7.36263529,7.453772552,0.954246878,0,0,0,0,0,0,0,,0
1084thT122,108,4th,2019/8/10,2020/6/18,6,4,110,中中,T12,black tea,2,2,0,0,0,1,4,7,4,0,0,0,0,1,22,19,3,1,0,0,57,9.07,4.6,1.875809524,0.7,87.4,26.12298439,23.02338341,7.780206013,7.363786714,0.951553692,0,0,0,0,0,0,0,,0
1084thT123,108,4th,2019/8/10,2020/6/18,6,4,86,北東,T12,black tea,3,3,0,0,0,0,0,15,13,3,0,0,0,10,24,19,5,0,0,0,57,8.26,4.9,1.603309524,0.4,117.2,26.40050339,19.62629792,5.659518612,7.909779972,0.981756295,0,0,0,0,0,0,0,,0
1084thT181,108,4th,2019/9/9,2020/7/22,2,2,140,中西,T18,black tea,1,1,0,0,0,0,3,9,6,0,0,0,1,3,9,8,9,1,0,0,61,10.16,4.6,2.147333333,0.2,141.8,68.3853549,28.01219014,12.33314486,14.45727646,1.959183176,0,0,0,0,0,0,3.730560482,,3.730560482
1084thT182,108,4th,2019/9/9,2020/7/22,2,2,120,南中,T18,black tea,2,2,0,0,0,2,2,8,3,0,0,0,0,3,5,18,15,2,0,0,61,11.36,4.8,2.274190476,0.4,148.1,65.79551371,29.06620524,12.48013534,13.91184347,1.815997446,0,0,0,0,0,0,3.686618281,,3.686618281
1084thT183,108,4th,2019/9/9,2020/7/22,1,2,119,北東,T18,black tea,3,3,0,0,1,3,13,12,0,0,0,0,0,1,11,19,5,0,0,0,61,8.67,4.3,1.925,0.3,135,64.07627008,28.85060256,11.73460762,13.67583485,1.804827261,0,0,0,0,0,0,3.670152299,,3.670152299
1085thDP1,108,5th,2019/10/31,2020/9/10,10,1,220,南西,DP,fresh leaves,1,1,0,0,0,0,4,4,3,2,0,0,0,10,20,7,2,0,0,0,60,7.67,4.2,1.781833333,0.8,98.6,85.14521125,11.44493801,3.564110202,14.55419069,1.004448901,0.710558601,10.41025173,19.81666944,3.74269077,39.58307749,3.584285853,7.651863136,,85.49939701
1085thDP2,108,5th,2019/10/31,2020/9/10,10,1,200,中中,DP,fresh leaves,2,2,0,0,0,0,4,6,7,1,0,0,1,3,17,10,0,1,0,0,60,8.09,4.4,1.794666667,0.7,92.6,83.24622905,9.257877571,2.764484612,13.1847531,0.912102653,0.795604912,9.426775489,19.09610173,3.919988142,40.06872851,3.82908661,7.90211644,,85.03840183
1085thDP3,108,5th,2019/10/31,2020/9/10,10,1,180,北東,DP,fresh leaves,3,3,0,0,0,0,5,3,1,0,0,0,1,6,18,7,4,0,0,0,60,8.15,4.3,1.832166667,0.7,94.1,79.82797047,11.14282585,3.401770838,14.12135018,0.803835984,0.725951804,10.38635697,19.1581643,3.615986606,37.85411832,3.6130957,7.200778754,,82.55445244
1085thT81,108,5th,2019/10/23,2020/9/2,10,2,229,中南,T8,fresh leaves,1,1,0,0,3,0,4,2,1,0,0,0,1,14,19,8,5,1,0,0,65,5.33,3.8,1.2625,0.9,99.4,109.8562757,13.45009346,5.814714963,22.44426505,1.364618679,0.806378081,7.853643415,14.2701451,2.259782157,58.2976907,4.878238484,9.5485022,,97.91438013
1085thT82,108,5th,2019/10/23,2020/9/2,10,2,199,東中,T8,fresh leaves,2,2,0,0,0,0,0,1,1,0,0,0,1,11,21,16,8,2,0,0,65,6.63,4.5,1.422,0.8,97.1,100.2670754,16.43397423,5.371366263,21.07315892,1.538595138,0.822502959,7.608079828,18.09267425,2.217787465,54.58847861,4.619081762,8.929951315,,96.87855619
1085thT83,108,5th,2019/10/23,2020/9/2,10,2,170,西北,T8,fresh leaves,3,3,0,0,1,2,7,1,0,0,0,0,0,8,17,10,7,1,0,0,65,7.29,4.3,1.518833333,0.7,100.8,114.871691,16.30213766,4.911398195,22.63279248,1.126093224,0.919935057,8.188424455,16.47446577,2.558260794,61.29900459,5.063936022,9.734153494,,104.2381802
1085thT121,108,5th,2019/10/4,2020/8/8,6,3,50,南西,T12,fresh leaves,1,1,0,0,0,1,1,8,13,6,0,0,0,2,4,5,4,0,0,0,60,10.96,5,2.138833333,0.4,147.2,69.91429785,15.83596461,5.441263758,12.49436188,0.780144276,0.29090493,5.873357742,18.4115925,3.974486047,25.29439855,2.910755015,5.840242265,,62.59573704
1085thT122,108,5th,2019/10/4,2020/8/8,6,4,129,中中,T12,fresh leaves,2,2,0,0,0,0,0,2,2,1,0,0,1,5,8,13,5,4,0,0,60,10.58,4.8,2.134,0.4,145.8,74.11722837,14.52451521,5.302531095,14.00051189,0.820810996,0.291552913,6.124120011,19.91142148,4.020427055,28.86894775,3.203644855,6.386911929,,68.80702599
1085thT123,108,5th,2019/10/4,2020/8/8,6,4,110,北東,T12,fresh leaves,3,3,0,0,0,0,1,3,2,1,0,0,0,8,17,20,11,4,0,0,60,8.23,4.6,1.704809524,0.8,103.4,72.26614598,14.32010894,4.444261858,12.88694566,0.907719863,0.294676324,5.025611454,16.25108183,3.521284876,26.49597403,2.96910128,6.17233245,,60.73006224
1085thT181,108,5th,2019/11/5,2020/9/17,2,2,160,南西,T18,fresh leaves,1,1,0,0,0,0,3,3,0,1,0,0,0,0,8,14,7,4,2,0,59,8.32,5.4,1.471857143,0.9,126.1,132.65963,15.27893878,8.658590365,28.227962,1.767480816,2.200841502,13.68360861,19.91827434,5.533586669,62.31336993,7.006064886,13.70534877,,124.3610947
1085thT182,108,5th,2019/11/5,2020/9/17,2,2,140,中中,T18,fresh leaves,2,2,0,0,0,1,7,4,0,0,0,0,0,2,23,13,15,1,0,0,59,8.53,5,1.691166667,0.3,131.6,132.1621845,12.35017563,9.313528405,27.25171353,1.610549442,2.140119471,13.62538045,19.44842587,5.237364357,61.70245955,6.934963009,13.16033854,,122.2490513
1085thT183,108,5th,2019/11/5,2020/9/17,1,2,140,北東,T18,fresh leaves,3,3,0,0,0,9,6,4,0,0,0,0,0,1,13,15,6,2,0,0,59,6.9,4.6,1.435166667,0.7,111.9,139.9252818,12.27352436,7.9155328,28.22208812,1.433818288,2.251840496,13.36776234,21.2058858,5.436993433,67.06672903,6.995505821,13.93332259,,130.2580395
1085thT121,108,5th,2019/10/4,2020/8/8,6,3,50,南西,T12,black tea,1,1,0,0,0,1,1,8,13,6,0,0,0,2,4,5,4,0,0,0,60,10.96,5,2.138833333,0.4,147.2,32.69203078,14.89293619,3.16050067,6.634528599,1.052006284,,,,,,,,,0
1085thT122,108,5th,2019/10/4,2020/8/8,6,4,129,中中,T12,black tea,2,2,0,0,0,0,0,2,2,1,0,0,1,5,8,13,5,4,0,0,60,10.58,4.8,2.134,0.4,145.8,33.07332372,14.37212158,3.082189636,6.825994313,1.061560058,,,,,,,,,0
1085thT123,108,5th,2019/10/4,2020/8/8,6,4,110,北東,T12,black tea,3,3,0,0,0,0,1,3,2,1,0,0,0,8,17,20,11,4,0,0,60,8.23,4.6,1.704809524,0.8,103.4,31.047386,10.97715775,2.358304869,6.375698954,1.042306128,,,,,,,,,0
1085thDP1,108,5th,2019/10/31,2020/9/10,10,1,220,南西,DP,black tea,1,1,0,0,0,0,4,4,3,2,0,0,0,10,20,7,2,0,0,0,60,7.67,4.2,1.781833333,0.8,98.6,34.58731464,11.28393385,2.332583558,8.069349962,1.062646641,,,,,,,,,0
1085thDP2,108,5th,2019/10/31,2020/9/10,10,1,200,中中,DP,black tea,2,2,0,0,0,0,4,6,7,1,0,0,1,3,17,10,0,1,0,0,60,8.09,4.4,1.794666667,0.7,92.6,34.24303219,10.73276874,2.372183501,8.025317292,1.075747794,,,,,,,,,0
1085thDP3,108,5th,2019/10/31,2020/9/10,10,1,180,北東,DP,black tea,3,3,0,0,0,0,5,3,1,0,0,0,1,6,18,7,4,0,0,0,60,8.15,4.3,1.832166667,0.7,94.1,34.83836481,11.65844842,2.305373437,7.929914501,1.037001624,,,,,,,,,0
1085thT81,108,5th,2019/10/23,2020/9/2,10,2,229,中南,T8,black tea,1,1,0,0,3,0,4,2,1,0,0,0,1,14,19,8,5,1,0,0,65,5.33,3.8,1.2625,0.9,99.4,62.78379748,19.78316658,4.977186083,13.07693824,1.994038422,,,,,,,,,0
1085thT82,108,5th,2019/10/23,2020/9/2,10,2,199,東中,T8,black tea,2,2,0,0,0,0,0,1,1,0,0,0,1,11,21,16,8,2,0,0,65,6.63,4.5,1.422,0.8,97.1,64.72906212,20.32283764,5.111439387,13.42076599,2.057285116,,,,,,,,,0
1085thT83,108,5th,2019/10/23,2020/9/2,10,2,170,西北,T8,black tea,3,3,0,0,1,2,7,1,0,0,0,0,0,8,17,10,7,1,0,0,65,7.29,4.3,1.518833333,0.7,100.8,72.26516885,19.7572989,4.29145893,14.04414235,2.304652895,,,,,,,,,0
1085thT181,108,5th,2019/11/5,2020/9/17,2,2,160,南西,T18,green tea,1,1,0,0,0,0,3,3,0,1,0,0,0,0,8,14,7,4,2,0,59,8.32,5.4,1.471857143,0.9,126.1,160.749351,16.58714734,5.759586373,17.80852312,0.445754366,0.939406825,6.576940359,10.71905158,2.847208279,34.64505469,3.569901313,8.898040865,,68.19560391
1085thT182,108,5th,2019/11/5,2020/9/17,2,2,140,中中,T18,green tea,2,2,0,0,0,1,7,4,0,0,0,0,0,2,23,13,15,1,0,0,59,8.53,5,1.691166667,0.3,131.6,155.356757,13.25548552,6.771219612,17.61666375,0.420372166,1.156237752,7.229629979,12.00380873,3.23789432,35.65250319,3.571566096,9.118533207,,71.97017328
1085thT183,108,5th,2019/11/5,2020/9/17,1,2,140,北東,T18,green tea,3,3,0,0,0,9,6,4,0,0,0,0,0,1,13,15,6,2,0,0,59,6.9,4.6,1.435166667,0.7,111.9,156.8013902,15.73978645,5.901158521,18.19864995,0.472878221,1.143146679,7.366414365,12.95248667,3.274562755,38.2792118,3.963695514,9.963380881,,76.94289866
1086thDP1,108,6th,2019/12/23,2020/10/30,2,4,100,東南,DP,fresh leaves,1,1,0,0,0,0,1,0,0,0,0,0,1,19,26,13,0,0,0,0,65,4.76,3.5,1.355333333,0.9,60.7,81.95123998,9.752311633,3.509571413,16.98473196,0.89625369,0.291358433,6.580922974,24.14367659,4.690060272,33.45809599,3.562634288,6.980862289,,79.70761083
1086thDP2,108,6th,2019/12/23,2020/10/30,2,6,051(=2-5 081),西中,DP,fresh leaves,2,2,0,0,0,0,0,0,0,0,0,0,4,50,19,1,0,0,0,0,65,5.96,3.5,1.655166667,1,61.5,78.77232638,8.280533526,4.164275663,16.00098049,0.839430438,0.290926555,6.672989182,22.0952834,4.896846945,32.02747287,3.173788579,6.744471645,,75.90177916
1086thDP3,108,6th,2019/12/23,2020/10/30,2,5,41,中北,DP,fresh leaves,3,3,0,0,0,0,0,0,0,0,0,0,2,37,21,5,0,0,0,0,65,8.15,4.2,1.862666667,0.9,74.31,79.05296499,8.07882684,3.571998336,16.79069998,0.864580761,0.292199281,6.669015398,22.52231817,4.263460602,32.64955065,3.450379999,6.951665342,,76.79858944
1086thT81,108,6th,2019/12/18,2020/10/22,10,2,31,東北,T8,fresh leaves,1,1,0,0,4,1,0,0,0,0,0,0,1,12,16,1,0,0,0,0,65,2.94,3.7,0.777666667,0.9,59.1,109.2067971,13.24640089,9.130083656,26.65546697,1.315277356,0.30159826,8.384863882,18.67502404,2.865141994,53.59991431,4.722739251,10.44840421,,98.99768595
1086thT82,108,6th,2019/12/18,2020/10/22,10,2,51,中中,T8,fresh leaves,2,2,0,0,0,2,0,0,0,0,0,0,5,17,21,9,1,0,0,0,65,2.91,3.4,0.812333333,1,58.3,110.2191573,16.14032918,9.533908137,26.73077729,1.506717752,0.301473057,8.696307836,17.84732083,2.608121796,52.11415367,4.928501044,10.09165604,,96.58753427
1086thT83,108,6th,2019/12/18,2020/10/22,10,2,71,西南,T8,fresh leaves,3,3,0,0,1,0,0,0,0,0,0,0,4,15,19,4,0,0,0,0,65,2.59,3.2,0.831666667,0.8,67.3,109.8337647,13.94725828,9.704521449,28.0905301,1.441002037,0.298240546,8.820244941,19.09224725,2.976522494,55.36291942,4.995289465,10.62773625,,102.1732004
1086thT121,108,6th,2019/11/25,2020/10/4,6,3,20,南西,T12,fresh leaves,1,1,0,0,0,0,0,0,0,0,0,0,0,13,28,17,2,0,0,0,61,8.54,4.4,1.913333333,1,108.5,78.03227347,10.34917299,2.919521161,12.85177752,0.777718479,0.286862757,6.462924033,24.29247919,3.970041475,31.07741881,3.228214872,6.32557262,,75.64351375
1086thT122,108,6th,2019/11/25,2020/10/4,6,4,90,中中,T12,fresh leaves,2,2,0,0,0,0,0,0,0,0,0,0,0,15,17,18,6,0,0,0,61,6.15,4.1,1.377666667,1,101.9,76.48714866,8.155433313,2.683822685,12.4897038,0.622484061,0.286364377,6.528020378,23.75282431,4.089296818,29.43744431,2.97405081,5.947756208,,73.01575721
1086thT123,108,6th,2019/11/25,2020/10/4,6,4,70,北東,T12,fresh leaves,3,3,0,0,0,0,0,0,0,0,0,0,2,9,20,32,10,0,0,0,61,6.41,4,1.5425,1,95.3,86.17416203,8.57552051,2.71990542,12.63120684,0.708437717,0.284676644,7.326359796,27.20833402,3.970424314,32.81426968,3.141341096,6.607823625,,81.35322917
1086thT171,108,6th,2019/12/16,2020/9/6,3,3,156,西南,T17,fresh leaves,1,1,0,0,0,0,1,3,2,0,0,0,0,0,6,6,14,1,0,0,59,4.58,4.6,0.959642857,0.9,95.8,193.1712369,8.713110274,3.704709241,17.59100404,1.184194973,0.282043821,7.492156974,29.35923574,6.11700514,37.76742469,4.08506823,10.0905863,,95.1935209
1086thT172,108,6th,2019/12/16,2020/9/6,3,2,130,中中,T17,fresh leaves,2,2,0,0,1,2,5,5,2,0,0,0,0,2,6,9,1,0,0,0,59,8.93,4.7,1.824571429,0.2,93.2,215.0621752,9.068187956,6.17831179,20.30638396,1.139366991,0.280254101,9.85563143,29.81450375,7.382805395,42.05828774,4.432937883,10.9106368,,104.7350571
1086thT173,108,6th,2019/12/16,2020/9/6,3,1,103,東北,T17,fresh leaves,3,3,0,0,4,5,7,2,0,0,0,0,1,1,4,1,0,0,0,0,59,7.34,4.2,1.680833333,0.2,96.72,191.4514207,10.9689452,5.588443128,20.88504284,1.30407439,0.281312896,7.668021894,29.03897564,6.003332487,37.79197462,3.904896387,10.1083315,,94.79684542
1086thDP1,108,6th,2019/12/23,2020/10/30,2,4,100,東南,DP,black tea,1,1,0,0,0,0,1,0,0,0,0,0,1,19,26,13,0,0,0,0,65,4.76,3.5,1.355333333,0.9,60.7,42.40026126,7.193011353,2.132382502,17.55023316,2.912389677,0,0,0,0,0,0,3.741270533,,3.741270533
1086thDP2,108,6th,2019/12/23,2020/10/30,2,6,051(=2-5 081),西中,DP,black tea,2,2,0,0,0,0,0,0,0,0,0,0,4,50,19,1,0,0,0,0,65,5.96,3.5,1.655166667,1,61.5,44.07038885,8.861785786,2.390864448,19.18518731,2.617828056,0,0,0,0,0,0,3.668271024,,3.668271024
1086thDP3,108,6th,2019/12/23,2020/10/30,2,5,41,中北,DP,black tea,3,3,0,0,0,0,0,0,0,0,0,0,2,37,21,5,0,0,0,0,65,8.15,4.2,1.862666667,0.9,74.31,44.78560325,7.962106812,2.244516219,20.5312333,2.59391163,0,0,0,0,0,0,3.787335374,,3.787335374
1086thT81,108,6th,2019/12/18,2020/10/22,10,2,31,東北,T8,black tea,1,1,0,0,4,1,0,0,0,0,0,0,1,12,16,1,0,0,0,0,65,2.94,3.7,0.777666667,0.9,59.1,67.75180556,14.16020444,1.279046909,29.82038638,3.77750173,0,0,0,0.962532831,13.30233172,3.904905905,4.852887415,,26.8001596
1086thT82,108,6th,2019/12/18,2020/10/22,10,2,51,中中,T8,black tea,2,2,0,0,0,2,0,0,0,0,0,0,5,17,21,9,1,0,0,0,65,2.91,3.4,0.812333333,1,58.3,67.11935351,13.18070212,1.316321318,29.74785182,3.785203501,0,0,0,0.913321749,13.24809953,3.811806415,4.82313455,,26.58156574
1086thT83,108,6th,2019/12/18,2020/10/22,10,2,71,西南,T8,black tea,3,3,0,0,1,0,0,0,0,0,0,0,4,15,19,4,0,0,0,0,65,2.59,3.2,0.831666667,0.8,67.3,65.00996182,10.8238949,1.091583302,28.57290015,3.708706731,0,0,0,0.66332278,12.82254925,3.615579328,4.774252177,,25.58441026
1086thT121,108,6th,2019/11/25,2020/10/4,6,3,20,南西,T12,black tea,1,1,0,0,0,0,0,0,0,0,0,0,0,13,28,17,2,0,0,0,61,8.54,4.4,1.913333333,1,108.5,44.3852609,5.300659226,5.741467397,12.77891824,2.234362942,0,0,0,0.963196011,11.32487051,0,0,,14.52242947
1086thT122,108,6th,2019/11/25,2020/10/4,6,4,90,中中,T12,black tea,2,2,0,0,0,0,0,0,0,0,0,0,0,15,17,18,6,0,0,0,61,6.15,4.1,1.377666667,1,101.9,40.47289651,6.997059587,5.87299111,12.6628277,2.009308091,0,0,0,0.824163948,11.13843314,0,0,,13.97190518
1086thT123,108,6th,2019/11/25,2020/10/4,6,4,70,北東,T12,black tea,3,3,0,0,0,0,0,0,0,0,0,0,2,9,20,32,10,0,0,0,61,6.41,4,1.5425,1,95.3,42.81721458,7.105490686,5.097977467,13.08739659,2.159566985,0,0,0,0.987262767,11.24663578,0,0,,14.39346553
1086thT171,108,6th,2019/12/16,2020/9/6,3,3,156,西南,T17,black tea,1,1,0,0,0,0,1,3,2,0,0,0,0,0,6,6,14,1,0,0,59,4.58,4.6,0.959642857,0.9,95.8,99.72081549,10.00745303,5.742317871,18.78280342,2.163378887,0,0,0,0,12.00465565,0,4.67680389,,18.84483843
