season,tea_kind,code,replication,polyphenol,FAA,Theanine,caffeine,Gallic Acid,C,GC,EGC,EC,EGCG,GCG,ECG,total_catechins,sample_label
4th,fresh leaves,FS,1,78.64406235,26.35620479,13.78765582,14.1083044,0.633083511,8.09E-02,5.773470852,13.97585475,4.368522948,31.02924639,3.092452501,6.724421491,65.04490705,3
4th,fresh leaves,FS,2,75.00027083,25.83656582,13.83670653,13.86053139,0.618372761,8.12E-02,5.599417429,13.63635626,4.380336094,30.03262512,2.932983259,6.556511471,63.21939457,3
4th,fresh leaves,T8,1,112.0847443,22.06429369,9.376158253,21.9587959,1.067094298,1.96E-02,9.478526543,25.69747582,3.397941988,65.66563202,5.516648364,10.61080239,120.3866482,1
4th,fresh leaves,T8,2,113.5443165,22.49404118,9.560975386,21.43476674,1.072594246,2.40E-02,9.627589706,25.81485315,3.510873301,63.40265179,5.703471794,10.13146221,118.2149381,1
4th,fresh leaves,T8,1,89.75016898,29.13155892,11.86052283,17.0077925,1.068076984,2.04E-02,8.234893779,22.38818625,3.087346371,48.36566194,5.900125764,8.056253952,96.05284292,2
4th,fresh leaves,T8,2,94.16413077,28.74303665,12.36931658,17.36732933,1.085683926,2.13E-02,8.518905468,22.74186818,3.083970728,50.3990949,6.200308321,8.483387918,99.44884589,2
4th,fresh leaves,T8,1,112.1507234,30.56041005,12.97610973,21.06400588,0.982382309,1.84E-02,9.316963304,24.44768941,3.357422459,62.93194091,5.428247438,9.772008734,115.2726954,3
4th,fresh leaves,T8,2,110.3325536,30.25421639,13.13763626,20.97267471,1.007599636,1.79E-02,9.303459758,24.31021869,3.276568928,61.58000973,5.571578215,9.688448587,113.7481398,3
4th,fresh leaves,T12,1,60.93500081,21.52261733,9.04838267,14.35648398,0.853119672,8.11E-02,9.845419938,14.75376406,3.517352298,22.59520945,2.48884252,4.404965073,57.68665334,1
4th,fresh leaves,T12,2,64.93412559,21.93200223,8.857126393,14.29614871,0.83605998,8.11E-02,9.864248626,14.91093314,3.772270651,23.20176722,2.737061152,4.61442029,59.18176865,1
4th,fresh leaves,T12,1,59.50917568,22.66906415,9.330409027,13.65018987,0.722760106,8.11E-02,5.620073595,13.75134789,3.108144499,21.61061346,2.4409824,4.445630886,51.05789273,2
4th,fresh leaves,T12,2,63.48889869,22.92528563,9.100831225,14.0230134,0.741893487,8.12E-02,5.783111612,14.12772448,3.117635447,21.6697743,2.438262618,4.392474385,51.61014777,2
4th,fresh leaves,T12,1,68.25620035,23.84923813,11.224499,16.11634538,0.765961632,8.12E-02,6.033445275,15.76278706,4.174058852,25.6665714,3.145615036,5.191518155,60.05516071,3
4th,fresh leaves,T12,2,67.78678849,11.66752303,10.84530654,16.28174889,0.786343954,8.11E-02,6.177742605,15.97651504,4.242109274,25.92792432,3.187891429,5.235753433,60.82906856,3
4th,fresh leaves,T18,1,120.8197872,23.24865833,9.258714397,26.90901972,1.35030024,6.43E-02,13.82445131,20.66327585,5.009459301,63.84939424,7.485123204,14.83782714,125.7338324,1
4th,fresh leaves,T18,2,119.9749122,23.13313512,9.556903737,26.48274422,1.328946563,6.39E-02,13.38453662,19.99597179,4.875911659,60.41235684,6.994268652,14.3730161,120.0999398,1
4th,fresh leaves,T18,1,124.5601199,22.6170912,9.957500299,27.49558166,1.270841841,6.82E-02,14.14431807,21.46963483,5.198764796,64.61480063,7.619478335,14.89274707,128.0079329,2
4th,fresh leaves,T18,2,108.4674025,20.97813219,9.539535775,27.02161897,1.21382995,6.35E-02,13.81640958,21.03651306,5.059796217,62.98192591,7.311427838,14.86400111,125.133536,2
4th,fresh leaves,T18,1,127.4498576,21.42745766,9.306723971,26.61282127,1.222414148,6.54E-02,14.00445524,21.24624953,5.074181635,64.38373332,7.224576126,14.82464364,126.8232532,3
4th,fresh leaves,T18,2,125.5863844,22.44388155,9.564297201,26.63283471,1.225914776,6.77E-02,14.29243003,21.58042733,5.023116467,64.73746084,7.375689013,14.85831223,127.9351422,3
4th,black tea,FS,1,33.75790706,20.20281121,6.237833466,8.58848944,1.148864742,0,0,0,0,0,0,0,0,1
4th,black tea,NA,2,34.09677636,20.54865132,6.556148648,8.956519061,1.173881913,0,0,0,0,0,0,0,0,1
4th,black tea,FS,1,34.33768797,21.13113147,6.343960999,8.979572329,1.190711004,0,0,0,0,0,0,0,0,2
4th,black tea,NA,2,33.66249527,20.85224302,6.316019831,8.942951165,1.19466003,0,0,0,0,0,0,0,0,2
4th,black tea,FS,1,35.28445885,20.32250467,6.218172556,8.929288769,1.184795073,0,0,0,0,0,0,0,0,3
4th,black tea,NA,2,37.1486975,20.01144472,6.216500892,8.929517191,1.169526579,0,0,0,0,0,0,0,0,3
4th,black tea,T8,1,51.79373454,30.6175178,8.892048752,11.20163551,1.818079369,0,0,0,0,0,0,0,0,1
4th,black tea,NA,2,52.37401168,31.49146063,8.612468339,11.2012228,1.802854924,0,0,0,0,0,0,0,0,1
4th,black tea,T8,1,52.09536952,31.11212522,9.826525123,11.3337928,1.841334896,0,0,0,0,0,0,0,0,2
4th,black tea,NA,2,52.99691428,29.80580171,9.519602183,11.50587237,1.85169767,0,0,0,0,0,0,0,0,2
4th,black tea,T8,1,46.85309688,30.59008171,9.316817608,11.12732093,1.804606401,0,0,0,0,0,0,0,0,3
4th,black tea,NA,2,45.38994249,28.97052087,9.079925875,10.29911789,1.679360314,0,0,0,0,0,0,0,0,3
4th,black tea,T12,1,28.61208248,23.4065315,7.394047388,7.427625256,0.945759637,0,0,0,0,0,0,0,0,1
4th,black tea,NA,2,25.91086666,23.35298921,7.331223191,7.479919848,0.962734118,0,0,0,0,0,0,0,0,1
4th,black tea,T12,1,25.95736995,22.94993275,7.346314084,7.368120856,0.958671375,0,0,0,0,0,0,0,0,2
4th,black tea,NA,2,26.28859883,23.09683406,8.214097942,7.359452571,0.944436009,0,0,0,0,0,0,0,0,2
4th,black tea,T12,1,25.93304034,19.74359624,5.653645106,7.873655072,0.975136901,0,0,0,0,0,0,0,0,3
4th,black tea,NA,2,26.86796643,19.50899959,5.665392118,7.945904872,0.988375689,0,0,0,0,0,0,0,0,3
4th,black tea,T18,1,69.08847845,28.17821703,12.61636682,14.37759629,1.887528192,0,0,0,0,0,0,3.705666779,3.705666779,1
4th,black tea,NA,2,67.68223134,27.84616325,12.0499229,14.53695662,2.030838159,0,0,0,0,0,0,3.755454184,3.755454184,1
4th,black tea,T18,1,65.68770513,28.18814284,12.52492492,13.96320357,1.835087614,0,0,0,0,0,0,3.701988905,3.701988905,2
4th,black tea,NA,2,65.90332228,29.94426763,12.43534576,13.86048336,1.796907277,0,0,0,0,0,0,3.671247657,3.671247657,2
4th,black tea,T18,1,62.96895531,29.09308542,12.08073769,13.55852109,1.794880589,0,0,0,0,0,0,3.631594463,3.631594463,3
4th,black tea,NA,2,65.18358485,28.60811969,11.38847755,13.7931486,1.814773933,0,0,0,0,0,0,3.708710135,3.708710135,3
5th,fresh leaves,DP,1,84.79757618,12.1606115,3.546785835,14.48269848,1.006078413,0.707972146,10.39685836,19.72465067,3.733205327,38.74166037,3.485386912,7.458409227,84.24814301,1
5th,fresh leaves,DP,2,85.49284631,10.72926451,3.581434569,14.6256829,1.002819389,0.713145056,10.4236451,19.90868821,3.752176213,40.4244946,3.683184794,7.845317044,86.75065101,1
5th,fresh leaves,DP,1,83.25961082,8.363412032,2.731577867,13.14086302,0.909354474,0.79470942,9.351222527,18.95939212,3.896971556,39.69995225,3.779057791,7.835167464,84.31647313,2
5th,fresh leaves,DP,2,83.23284728,10.15234311,2.797391357,13.22864318,0.914850831,0.796500403,9.50232845,19.23281134,3.943004728,40.43750476,3.879115428,7.969065415,85.76033052,2
5th,fresh leaves,DP,1,80.94517502,11.5484079,3.410415987,14.19022722,0.804875631,0.710396115,10.39323512,19.15956504,3.661151994,39.21793238,3.750765008,7.482931571,84.37597722,3
5th,fresh leaves,DP,2,78.71076592,10.7372438,3.393125688,14.05247314,0.802796336,0.741507492,10.37947881,19.15676356,3.570821217,36.49030425,3.475426391,6.918625937,80.73292766,3
5th,fresh leaves,T8,1,108.7638171,15.87587301,5.863937105,22.47490041,1.368638521,0.80455806,7.818879075,14.22198666,2.291966961,57.1606846,4.72772246,9.231021692,96.25681951,1
5th,fresh leaves,T8,2,110.9487343,11.0243139,5.765492821,22.41362969,1.360598836,0.808198102,7.888407754,14.31830353,2.227597352,59.43469679,5.028754507,9.865982708,99.57194074,1
5th,fresh leaves,T8,1,91.97150983,17.27947532,5.410933002,21.15341849,1.54022498,0.816240608,7.592236133,17.95240785,2.278951378,56.79775869,4.882977397,9.490782211,99.81135427,2
5th,fresh leaves,T8,2,108.5626409,15.58847313,5.331799524,20.99289935,1.536965296,0.828765309,7.623923522,18.23294065,2.156623552,52.37919853,4.355186127,8.369120419,93.94575811,2
5th,fresh leaves,T8,1,113.2310678,17.56474058,4.834275305,22.53310479,1.117276709,0.929134241,8.134284253,16.44793727,2.576176332,60.40998139,4.974130607,9.508633048,102.9802771,3
5th,fresh leaves,T8,2,116.5123142,15.03953473,4.988521084,22.73248016,1.134909738,0.910735872,8.242564657,16.50099426,2.540345256,62.18802778,5.153741437,9.959673939,105.4960832,3
5th,fresh leaves,T12,1,72.67023849,15.73829031,5.442630148,13.32092813,0.835945654,0.289812721,6.343882952,19.82483525,4.267596023,27.37168995,3.230599942,6.248675288,67.57709213,1
5th,fresh leaves,T12,2,67.1583572,15.93363891,5.439897367,11.66779563,0.724342898,0.291997139,5.402832531,16.99834974,3.68137607,23.21710714,2.590910088,5.431809242,57.61438195,1
5th,fresh leaves,T12,1,73.08559063,12.39714269,5.346148736,14.26999332,0.851072976,0.292097947,6.209910433,20.37684005,4.012982851,29.51998829,3.185857172,6.50812182,70.10579856,2
5th,fresh leaves,T12,2,75.1488661,16.65188773,5.258913453,13.73103045,0.790549015,0.291007879,6.038329588,19.4460029,4.027871259,28.21790721,3.221432538,6.265702038,67.50825341,2
5th,fresh leaves,T12,1,68.83025141,14.88336865,4.422974379,12.38263224,0.872629166,0.295465709,4.827612499,15.41662187,3.344196759,25.20186233,2.872020184,5.935839037,57.89361838,3
5th,fresh leaves,T12,2,75.70204055,13.75684923,4.465549337,13.39125907,0.942810559,0.293886939,5.223610408,17.08554178,3.698372992,27.79008573,3.066182376,6.408825863,63.56650609,3
5th,fresh leaves,T18,1,135.4656057,15.01541605,8.719552461,28.37576286,1.768683742,2.218699238,13.8047445,20.07077237,5.59796873,64.21219853,7.245632906,14.21737787,127.3673941,1
5th,fresh leaves,T18,2,129.8536543,15.54246151,8.597628268,28.08016113,1.76627789,2.182983766,13.56247271,19.76577631,5.469204608,60.41454133,6.766496865,13.19331967,121.3547953,1
5th,fresh leaves,T18,1,131.7279623,11.34212279,9.370296746,27.11248102,1.609036031,2.11685223,13.60742297,19.3260609,5.158109448,59.74235452,6.666535124,12.5776282,119.1949634,2
5th,fresh leaves,T18,2,132.5964067,13.35822846,9.256760064,27.39094603,1.612062853,2.163386711,13.64333792,19.57079084,5.316619265,63.66256458,7.203390893,13.74304887,125.3031391,2
5th,fresh leaves,T18,1,138.6241382,11.16187925,7.854206759,27.80400002,1.39295519,2.191997587,13.00856065,20.64712202,5.354923393,67.59019759,7.07214221,14.33830749,130.2032509,3
5th,fresh leaves,T18,2,141.2264254,13.38516946,7.97685884,28.64017622,1.474681385,2.311683405,13.72696403,21.76464957,5.519063473,66.54326046,6.918869431,13.52833768,130.312828,3
5th,black tea,T12,1,31.67218264,15.33905861,3.144231973,6.608313661,1.061324527,ND,ND,ND,ND,ND,ND,ND,0,1
5th,black tea,T12,2,33.71187891,14.44681377,3.176769366,6.660743536,1.04268804,ND,ND,ND,ND,ND,ND,ND,0,1
5th,black tea,T12,1,33.36703524,13.50974411,3.087938455,6.719849092,1.039357989,ND,ND,ND,ND,ND,ND,ND,0,2
5th,black tea,T12,2,32.77961219,15.23449905,3.076440816,6.932139533,1.083762127,ND,ND,ND,ND,ND,ND,ND,0,2
5th,black tea,T12,1,30.37693222,9.834082207,2.362096504,6.380919524,1.045941227,ND,ND,ND,ND,ND,ND,ND,0,3
5th,black tea,T12,2,31.71783977,12.12023329,2.354513234,6.370478383,1.038671028,ND,ND,ND,ND,ND,ND,ND,0,3
5th,black tea,DP,1,35.82411861,10.9193811,2.318802665,8.109874668,1.065016965,ND,ND,ND,ND,ND,ND,ND,0,1
5th,black tea,DP,2,33.35051066,11.64848659,2.346364451,8.028825256,1.060276316,ND,ND,ND,ND,ND,ND,ND,0,1
5th,black tea,DP,1,33.87920382,10.80581211,2.388645434,7.870034572,1.067638529,ND,ND,ND,ND,ND,ND,ND,0,2
5th,black tea,DP,2,34.60686055,10.65972536,2.355721567,8.180600012,1.083857058,ND,ND,ND,ND,ND,ND,ND,0,2
5th,black tea,DP,1,34.25322574,13.16347672,2.29230943,8.005435737,1.056685072,ND,ND,ND,ND,ND,ND,ND,0,3
5th,black tea,DP,2,35.42350388,10.15342012,2.318437444,7.854393264,1.017318175,ND,ND,ND,ND,ND,ND,ND,0,3
5th,black tea,T8,1,63.21284218,20.90257025,4.961195514,13.52276079,2.062492692,ND,ND,ND,ND,ND,ND,ND,0,1
5th,black tea,T8,2,62.35475278,18.6637629,4.993176651,12.63111569,1.925584152,ND,ND,ND,ND,ND,ND,ND,0,1
5th,black tea,T8,1,65.31357403,21.14827687,5.166399562,13.55901326,2.084958039,ND,ND,ND,ND,ND,ND,ND,0,2
5th,black tea,T8,2,64.14455021,19.4973984,5.056479212,13.28251871,2.029612192,ND,ND,ND,ND,ND,ND,ND,0,2
5th,black tea,T8,1,73.16634534,18.9217088,4.233220099,14.08398132,2.297235342,ND,ND,ND,ND,ND,ND,ND,0,3
5th,black tea,T8,2,71.36399236,20.592889,4.349697761,14.00430338,2.312070447,ND,ND,ND,ND,ND,ND,ND,0,3
5th,green tea,T18,1,163.1839051,15.46689994,5.739120368,17.16862066,0.405523499,0.864507388,5.977748108,9.691979771,2.429578583,33.42429499,3.494383621,8.723792745,64.60628521,1
5th,green tea,T18,2,158.3147968,17.70739473,5.780052377,18.44842557,0.485985233,1.014306262,7.176132609,11.74612338,3.264837974,35.86581439,3.645419005,9.072288984,71.7849226,1
5th,green tea,T18,1,162.3494865,11.4840544,6.645260576,18.25023765,0.437559257,1.307568671,7.762700039,13.01430621,3.391763936,37.2656237,3.796455937,9.48701364,76.02543213,2
5th,green tea,T18,2,148.3640275,15.02691663,6.897178648,16.98308984,0.403185074,1.004906832,6.696559918,10.99331125,3.084024704,34.03938268,3.346676254,8.750052774,67.91491442,2
5th,green tea,T18,1,154.4358377,16.79812716,5.910339016,18.44679867,0.482233117,1.282533878,7.792913182,14.26056875,3.274294555,38.19916239,4.053508664,10.02518849,78.88816991,3
5th,green tea,T18,2,159.1669427,14.68144574,5.891978025,17.95050122,0.463523324,1.00375948,6.939915548,11.64440458,3.274830955,38.3592612,3.873882364,9.901573272,74.99762741,3
6th,fresh leaves,DP,1,81.5594135,10.87247986,3.547742255,17.09971391,0.894820627,0.291393619,6.541878754,24.22616416,4.730061514,33.18977311,3.470484585,6.928754597,79.37851034,1
6th,fresh leaves,DP,2,82.34306646,8.632143405,3.471400571,16.86975,0.897686752,0.291323247,6.619967193,24.06118902,4.650059029,33.72641886,3.654783991,7.03296998,80.03671132,1
6th,fresh leaves,DP,1,77.62962848,9.424508766,4.191371759,16.04688888,0.848150361,0.29171187,6.818793291,22.36037145,5.174931025,31.47408964,3.21354186,6.698219709,76.03165884,2
6th,fresh leaves,DP,2,79.91502428,7.136558286,4.137179567,15.9550721,0.830710515,0.290141239,6.527185072,21.83019534,4.618762865,32.58085609,3.134035298,6.790723581,75.77189948,2
6th,fresh leaves,DP,1,78.76849869,8.364843488,3.600779047,16.72280759,0.864757511,0.292115089,6.251955997,22.41076107,4.246134029,32.34458466,3.351041689,6.869548408,75.76614094,3
6th,fresh leaves,DP,2,79.33743129,7.792810192,3.543217625,16.85859236,0.86440401,0.292283472,7.086074799,22.63387526,4.280787174,32.95451664,3.549718309,7.033782275,77.83103793,3
6th,fresh leaves,T8,1,107.6991594,12.91489232,9.108659727,26.23605897,1.295644635,0.30213005,8.238338318,18.36089246,2.77267269,53.18865453,4.661620778,10.42012027,97.9444291,1
6th,fresh leaves,T8,2,110.7144348,13.57790945,9.151507585,27.07487497,1.334910076,0.301066469,8.531389445,18.98915561,2.957611297,54.01117409,4.783857723,10.47668814,100.0509428,1
6th,fresh leaves,T8,1,108.7847874,16.12966615,9.614859355,26.57873562,1.57266244,0.303119138,8.660717704,17.46840682,2.586317471,51.73926066,4.841999143,9.912675851,95.51249678,2
6th,fresh leaves,T8,2,111.6535272,16.1509922,9.452956918,26.88281896,1.440773064,0.299826976,8.731897967,18.22623484,2.62992612,52.48904667,5.015002945,10.27063623,97.66257175,2
6th,fresh leaves,T8,1,110.9393343,14.87295165,9.827206162,28.3216293,1.444606371,0.301014357,8.754504646,18.77553456,2.932669271,56.10978506,4.95840355,10.76955213,102.6014636,3
6th,fresh leaves,T8,2,108.7281951,13.0215649,9.581836735,27.85943089,1.437397702,0.295466735,8.885985236,19.40895993,3.020375716,54.61605377,5.03217538,10.48592037,101.7449371,3
6th,fresh leaves,T12,1,76.29746264,10.70627938,2.929518698,12.72753424,0.771069351,0.287826524,6.324036957,23.79288041,3.813287216,30.42395085,3.121920258,6.216229034,73.98013125,1
6th,fresh leaves,T12,2,79.76708429,9.992066597,2.909523623,12.9760208,0.784367606,0.28589899,6.601811108,24.79207796,4.126795733,31.73088676,3.334509485,6.434916205,77.30689624,1
6th,fresh leaves,T12,1,76.5211155,8.720360615,2.576587259,12.72855918,0.53307789,0.28533347,6.871478795,24.45063775,4.166261422,29.35852833,2.970887481,5.898556104,74.00168335,2
6th,fresh leaves,T12,2,76.45318182,7.59050601,2.79105811,12.25084841,0.711890232,0.287395283,6.18456196,23.05501087,4.012332213,29.51636029,2.977214139,5.996956311,72.02983106,2
6th,fresh leaves,T12,1,88.1675307,8.453572004,2.683377753,12.59962773,0.694927461,0.284782513,7.242285371,27.1896317,3.016615383,33.74906422,3.048962537,6.787570207,81.31891193,3
6th,fresh leaves,T12,2,84.18079336,8.697469015,2.756433086,12.66278594,0.721947973,0.284570774,7.41043422,27.22703634,4.924233245,31.87947513,3.233719655,6.428077043,81.3875464,3
6th,fresh leaves,T17,1,189.0785861,10.32397199,3.674310988,17.82512215,1.219046124,0.281304855,8.099220566,33.57915073,6.396498815,37.13666276,4.14020648,9.91156576,99.54460997,1
6th,fresh leaves,T17,2,197.2638877,7.102248558,3.735107493,17.35688593,1.149343821,0.282782787,6.885093382,25.13932075,5.837511465,38.39818662,4.02992998,10.26960683,90.84243182,1
6th,fresh leaves,T17,1,207.4511248,8.389991023,6.091869233,20.08062091,1.132725049,0.280357135,9.68159664,29.23171988,7.250000686,40.19424175,4.118473616,10.42766319,101.1840529,2
6th,fresh leaves,T17,2,222.6732255,9.746384888,6.264754346,20.53214701,1.146008933,0.280151066,10.02966622,30.39728761,7.515610104,43.92233372,4.747402149,11.39361041,108.2860613,2
6th,fresh leaves,T17,1,186.7099674,10.63161995,5.474460367,20.72186059,1.311551748,0.280837905,8.153999309,32.71297778,6.174252747,36.97261471,3.977762089,9.870655539,98.14310008,3
6th,fresh leaves,T17,2,196.192874,11.30627045,5.702425889,21.04822509,1.296597031,0.281787886,7.182044479,25.36497349,5.832412226,38.61133453,3.832030685,10.34600746,91.45059076,3
6th,black tea,DP,1,40.66287021,7.330088667,2.114692079,16.96197413,3.04424201,0,0,0,0,0,0,3.608418112,3.608418112,1
6th,black tea,DP,2,44.1376523,7.055934039,2.150072924,18.13849218,2.780537344,0,0,0,0,0,0,3.874122953,3.874122953,1
6th,black tea,DP,1,44.4311392,8.035573294,2.429215566,19.25751443,2.622642661,0,0,0,0,0,0,3.693237418,3.693237418,2
6th,black tea,DP,2,43.7096385,9.687998278,2.352513329,19.11286018,2.613013451,0,0,0,0,0,0,3.643304629,3.643304629,2
6th,black tea,DP,1,44.79550983,6.95990729,2.263566142,21.08587267,2.619372669,0,0,0,0,0,0,3.844979912,3.844979912,3
6th,black tea,DP,2,44.77569666,8.964306333,2.225466295,19.97659393,2.568450591,0,0,0,0,0,0,3.729690836,3.729690836,3
6th,black tea,T8,1,68.99391109,12.40539964,1.311388396,30.36153074,3.805964347,0,0,0,1.244785742,13.96339759,4.226303946,5.035328707,28.27578033,1
6th,black tea,T8,2,66.50970003,15.91500924,1.246705421,29.27924201,3.749039113,0,0,0,0.680279919,12.64126585,3.583507863,4.670446123,25.32453887,1
6th,black tea,T8,1,67.10081696,11.06977588,1.333024603,30.11539259,3.754917786,0,0,0,1.159183517,13.70147265,3.951746637,4.920481166,27.48780176,2
6th,black tea,T8,2,67.13789005,15.29162835,1.299618032,29.38031104,3.815489216,0,0,0,0.66745998,12.7947264,3.671866193,4.725787933,25.67532972,2
6th,black tea,T8,1,64.4530207,9.898034165,1.084770417,28.48697808,3.696859744,0,0,0,0.650509776,12.86143058,3.64767075,4.810467884,25.66693873,3
6th,black tea,T8,2,65.56690293,11.74975564,1.098396186,28.65882222,3.720553717,0,0,0,0.676135783,12.78366792,3.583487906,4.738036469,25.50188179,3
6th,black tea,T12,1,45.4462567,5.461226469,5.908329019,12.90427754,2.259463062,0,0,0,0.998049535,11.46151028,0,0,14.71902288,1
6th,black tea,T12,2,43.3242651,5.140091982,5.574605774,12.65355893,2.209262822,0,0,0,0.928342486,11.18823074,0,0,14.32583605,1
6th,black tea,T12,1,40.75594277,6.173423174,5.849620408,12.70555937,2.027775004,0,0,0,0.913874152,11.10069613,0,0,14.04234528,2
6th,black tea,T12,2,40.18985025,7.820696,5.896361811,12.62009602,1.990841178,0,0,0,0.734453743,11.17617015,0,0,13.90146507,2
6th,black tea,T12,1,43.212471,7.30215046,5.072106203,13.13457411,2.164447756,0,0,0,1.028074027,11.25472502,0,0,14.4472468,3
6th,black tea,T12,2,42.42195815,6.908830912,5.12384873,13.04021906,2.154686214,0,0,0,0.946451507,11.23854653,0,0,14.33968425,3
6th,black tea,T17,1,100.5097825,9.568515724,5.836899959,18.88363977,2.154182119,0,0,0,0,12.00643563,0,4.685490966,18.84610871,1
6th,black tea,T17,2,98.93184847,10.44639034,5.647735782,18.68196706,2.172575654,0,0,0,0,12.00287567,0,4.668116814,18.84356814,1
6th,black tea,T17,1,92.60575006,12.31396489,5.625704365,18.41655178,2.047094519,0,0,0,0,11.80614397,0,4.660918706,18.5141572,2
6th,black tea,T17,2,92.12561015,9.912682293,5.69959643,18.45890135,2.007895066,0,0,0,0,11.86603904,0,4.647121162,18.52105526,2
6th,black tea,T17,1,94.77290985,12.54789365,5.528461754,19.89119386,2.132181649,0,0,0,0,12.58655533,0,4.9930953,19.71183227,3
6th,black tea,T17,2,96.76394234,12.1247843,5.518106961,19.32869701,2.101669333,0,0,0,0,11.74461189,0,4.681103145,18.52738437,3
