"season","tea_kind","code","polyphenol","FAA","Theanine","caffeine","Gallic_Acid","Catechin","GC","EGC","EC","EGCG","GCG","ECG","total_catechins","sample_label","CG"
"第五水","fresh leaves","四季春",46.0028367840781,14.3542668756566,8.20358565737052,11.9924302788845,0.506474103585657,0.827290836653386,7.53356573705179,11.7196215139442,2.8496015936255,23.5687250996016,4.96513944223108,6.25049800796813,58.3683266932271,1,0.653884462151395
"第五水","fresh leaves","四季春",50.6426444881348,12.3716054577375,6.6507403751234,12.7377097729516,0.616485686080948,1.02250740375123,4.66179664363277,9.53455083909181,4.01411648568608,21.7991115498519,5.58854886475814,7.15547877591313,54.5573543928924,2,0.781243830207305
"第五水","fresh leaves","四季春",60.5336163328236,12.1843948215198,7.04365079365079,15.55625,0.575892857142857,1.60367063492063,5.83035714285714,14.4394841269841,5.13382936507937,30.1240079365079,6.78779761904762,8.93799603174603,73.7702380952381,3,0.913095238095238
"第五水","fresh leaves","青心大冇",60.280952576376,11.8535441477395,6.23564356435644,18.4079207920792,0.53804347826087,1.63356435643564,8.31306930693069,19.7237623762376,5.31752475247525,26.8188118811881,7.78811881188119,5.43386138613861,75.8177227722772,1,0.789009900990099
"第五水","fresh leaves","青心大冇",63.6546134165109,10.5393635874724,5.22318955282944,19.2490106846063,0.575286901464187,1.4706173328057,8.57063711911358,19.4919865453106,6.34853581321725,26.4607241788682,5.65215670755837,5.83844479620103,74.3676296003166,2,0.534527107241789
"第五水","fresh leaves","青心大冇",61.0167595567363,9.94324954653582,5.35858786195954,19.0461126537088,0.582110273700912,1.40182467274891,6.9230464101547,22.3408369694566,5.45477984926617,29.595894486315,5.77072590241967,5.60293534311781,77.6303054343515,3,0.54026180087267
"第五水","fresh leaves","T8",89.7152061341763,11.7097015942226,6.15762170790104,28.2097964884278,0.2829209896249,1.57382282521947,9.25359138068635,20.8055666400638,3.90642458100559,48.4342577813248,10.8637270550678,9.9341580207502,105.736432561852,1,0.96488427773344
"第五水","fresh leaves","T8",94.8852153471644,14.9435112460379,9.1457345971564,30.1895734597156,0.284705766192733,1.69658372827804,9.8335308056872,21.1028830963665,4.2205766192733,49.8425157977883,11.6078199052133,10.9291074249605,110.27932464455,2,1.04630726698262
"第五水","fresh leaves","T8",85.4101991649542,10.5381423138608,6.62418623002565,26.4361807062537,0.233478003550996,1.52318011442099,9.02179917143421,19.8589465377787,4.00177549812586,44.8185046360229,10.126159005721,9.35302821069244,99.612448214638,3,0.909055040441902
"第五水","fresh leaves","T18",80.6358751034747,8.5596376934362,4.30958036421219,28.1384600158353,2.41290577988915,1.68161124307205,8.46664687252573,10.3592636579572,5.28869754552652,25.1425178147268,10.0708630245447,11.4979216152019,73.993368962787,1,1.48584718923199
"第五水","fresh leaves","T18",88.5711506284244,9.74113839590532,4.82263850139498,30.1543443603029,2.96482662415305,2.02002789956158,9.55340773216421,8.99511757672379,5.9961139896373,23.154643284177,10.7141291351136,12.1368074930251,74.0754284575528,2,1.50518134715026
"第五水","fresh leaves","T18",89.0049860599287,7.32115044789866,3.76757077806375,29.9386260146506,2.25351415561275,1.72945951296773,9.29766382894476,13.0063353791328,5.37705404870323,30.9433775490002,10.2522272817264,12.3460700851317,84.3737873688379,3,1.42159968323104
"第五水","black tea","四季春",16.2389680293541,13.6699599508323,4.77279874213836,12.9662932389937,1.53154481132075,0.118514150943396,0.214720911949686,0.689858490566038,0.259925314465409,0.152319182389937,0.00819313089622641,0.52938286163522,2.06292976611635,1,0.0900157232704403
"第五水","black tea","四季春",21.6000445217976,15.011079870882,5.41026152924735,14.7532441605111,2.22749051706927,0.149630664803354,0.294869235376323,0.789578758235177,0.338390896386504,0.198442802954682,0.00698358953883011,0.660311439409064,2.54950704731483,2,0.1112996606109
"第五水","black tea","四季春",21.0838267256691,14.5804905009401,5.57562610924867,15.4407414711102,2.28702425557089,0.152041017550779,0.243640307631631,0.818674817590219,0.343719187536975,0.226286728455926,0.00778655097613883,0.716623940051272,2.62196521396174,3,0.113192664168803
"第五水","black tea","青心大冇",23.5169866726981,8.0034628961254,2.12927308447937,19.443025540275,3.26129666011788,0.222888015717092,0.495740667976424,0.912671905697446,0.414440078585462,0.467976424361493,0.0165029469548134,0.457170923379175,3.06803929273084,1,0.0806483300589391
"第五水","black tea","青心大冇",20.8152803235569,7.2865282585884,1.84,16.3154679802956,2.78177339901478,0.186502463054187,0.422807881773399,0.925714285714286,0.237832512315271,0.291034482758621,0.00944980295566502,0.371330049261084,2.51334142857143,2,0.0686699507389163
"第五水","black tea","青心大冇",22.7085436838619,10.4319317676566,2.69996036464526,18.1469480776853,3.00138723741577,0.218489892984542,0.555390408244154,0.94124058660325,0.113258026159334,0.316884661117717,0.0114377724930638,0.381292112564407,2.61012980578676,3,0.0721363456202933
"第五水","black tea","T8",45.7562124807662,12.2237962112217,3.784039408867,29.3113300492611,7.31527093596059,0.373004926108374,0.276847290640394,2.08965517241379,0.26679802955665,1.62866995073892,0.62679802955665,1.22630541871921,6.51743842364532,1,0.0293596059113301
"第五水","black tea","T8",39.7083752219859,10.5623524828644,3.30914138409677,24.6168947055324,7.18074558794368,0.312009716438628,0.216042038469165,1.33720007931787,0.254610350981559,1.37616498116201,0.505552250644458,1.06147134642078,5.11490481856038,2,0.0518540551259171
"第五水","black tea","T8",44.1667684576009,11.7764791861501,3.56913946587537,27.8921859545005,8.9406528189911,0.338971315529179,0.257072205736894,1.4324431256182,0.269831849653808,1.54005934718101,0.584174085064293,1.15727002967359,5.6893175074184,3,0.109495548961424
"第五水","black tea","T18",57.5923224233021,13.9493484598141,4.09024050884516,32.5812959650169,8.56141920095409,0.270125223613596,0.332637646591135,2.27946730272312,1.09978135559531,2.98618564897635,1.26654740608229,3.80431325780163,12.1580202742993,1,0.118962432915921
"第五水","black tea","T18",57.3449284326008,13.0878181029326,4.1056157635468,32.1151724137931,8.3871921182266,0.263448275862069,0.308472906403941,2.19802955665025,1.36935960591133,3.18187192118227,1.2520197044335,3.70551724137931,12.3866009852217,2,0.107881773399015
"第五水","black tea","T18",54.5690933471201,13.271396030062,4.07007125890736,31.1345011876485,8.26306413301663,0.257323832145685,0.311064924782264,2.19289390340459,1.3368962787015,3.17725653206651,1.21278701504355,3.60926365795725,12.2001187648456,3,0.10263262074426
"第六水","fresh leaves","T8",69.6567158607949,15.1638417536056,8.66627195579238,36.0070061180186,0.819617130451944,0.898361949871719,5.60528912571541,23.5070061180186,3.43181369646734,56.6957765936452,12.6543319518453,9.96082494572725,113.555851588711,1,0.802447207420564
"第六水","fresh leaves","T8",68.000592764765,11.522335549512,6.54743946010322,34.4472012703454,0.893112346169115,0.864231838030965,6.31758634378722,23.5109170305677,3.27947598253275,57.0017864231838,12.9120682810639,9.89787614132592,114.624851131401,2,0.840909090909091
"第六水","fresh leaves","T8",60.0174764422621,11.0939857045169,6.73466957729708,32.1105378051201,0.760369120857313,0.848084937487597,6.39184361976583,23.6734471125223,3.29996030958523,48.8087914268704,12.1921016074618,8.90077396308791,104.92190910895,3,0.806906132169081
"第六水","fresh leaves","T12",43.9432377244147,8.0273299697618,2.07203980099503,22.3676616915423,0.41273631840796,0.754825870646766,6.99014925373134,24.9410945273632,4.35164179104478,29.0974129353234,6.56467661691542,5.07572139303483,78.3761194029851,1,0.600597014925373
"第六水","fresh leaves","T12",36.293671071162,5.43785658502093,1.58684888096653,23.1610219845514,0.552089522677758,0.691126955832838,6.8630421865716,27.6499306793424,4.75529807882749,29.7746088334324,5.68538324420677,4.91869677163795,80.8114478114478,2,0.473361061596356
"第六水","fresh leaves","T12",42.5441691130573,6.5150990931365,1.60619293370385,23.4428344581183,0.41335847558555,0.773025009924573,7.03086542278682,27.3571853910282,4.60123064708217,33.0541881699087,6.98481540293767,5.62435490273918,86.0603414053196,3,0.634676458912267
"第六水","fresh leaves","T18",74.7900344527156,11.8584229573597,4.10375670840787,36.7228185251441,1.26674617372292,1.47584973166369,5.82419002186444,19.1231365533691,3.55008944543828,43.0043728880938,13.0715563506261,13.2104949314252,101.068674219837,1,1.80898429735639
"第六水","fresh leaves","T18",67.4405736338207,11.3883790189388,3.85328802718369,35.6176294223466,1.35258844693184,1.54707175694583,5.87857285628623,19.8768738756746,3.62672396562063,43.3190085948431,13.4237457525485,12.8486907855287,102.329202478513,2,1.80851489106536
"第六水","fresh leaves","T18",69.9460333474161,9.76743127002887,3.21461369534837,38.0150728688361,1.43222200039928,1.27779996007187,6.50289478937912,18.2542423637453,3.67228987821921,32.841385506089,12.3866041125973,11.4992014374127,88.1490317428628,3,1.71461369534837
"第六水","black tea","T8",33.4532926115409,15.0059818004158,4.66586874127269,34.8833034111311,4.72950329144225,0.671254737682027,0.177338918811091,3.6903052064632,2.43576700578496,2.73219628964692,1.20536604827449,0.846000398962697,11.7750847795731,1,0.0168561739477359
"第六水","black tea","T8",34.948028390754,12.523426548207,3.8159729137622,33.788090021908,5.15186217884884,0.705437163911571,0.183031268671579,4.15714001194981,2.46295558653655,2.91445927106154,1.38040231029675,0.95220075682135,12.7736506671978,2,0.0180242979486158
"第六水","black tea","T8",29.7582706437666,16.1418725094072,4.53959411062475,34.141961798647,4.63688818145643,0.632411460405889,0.200656585754079,4.68951452447274,2.32202546756864,2.69031038599284,1.17797453243136,0.851969757262236,12.5846597692002,3,0.0197970553123756
"第六水","green tea","T12",44.2274429868387,10.810910905023,1.805256869773,24.8805256869773,0.556750298685783,0.930804460374353,8.43637992831541,24.8080446037435,4.89496216646754,32.3059538032656,8.88311429709279,5.68916766228594,86.7888291517324,1,0.840402230187176
"第六水","green tea","T12",47.5026200392858,7.52621775561214,1.84329402358585,25.5871477113732,0.550169898061163,0.90615630621627,8.30141914851089,24.9597241655007,4.83509894063562,32.5353787727364,8.67669398360983,5.82030781531081,86.8697781331201,2,0.83499900059964
"第六水","green tea","T12",43.9957699870859,10.3896118811805,1.69515839808727,24.7399880454274,0.535664474995019,0.890217174736003,8.51524208009564,26.5699342498506,4.84399282725643,32.1969515839809,8.60111576011158,5.56176529189081,87.9409244869496,3,0.761705519027695
"第六水","black tea","T18",28.2061614416649,17.9537526355972,4.18539884623036,37.5397851601353,3.55599761289039,0.417644718519992,0.150984682713348,1.91018500099463,1.65187984881639,1.86492938134076,0.85945892182216,1.2287646707778,8.09259996021484,1,0.0087527352297593
"第六水","black tea","T18",28.5604436490958,16.6219528474373,4.32415169660679,38.1981037924152,3.82604790419162,0.419760479041916,0.156187624750499,1.55449101796407,1.61576846307385,2.09101796407186,0.954690618762475,1.49570858283433,8.30419161676647,2,0.0165668662674651
"第六水","black tea","T18",29.8852055012463,17.2411084982323,3.97068145800317,33.9555269413629,3.27902139461173,0.280903328050713,0.169076862123613,1.02575277337559,1.53397385103011,1.4963351822504,0.669076862123613,0.928261687797147,6.11682844690967,3,0.0134479001584786
"第七水","fresh leaves","FS",45.0172341332512,12.4539759751529,3.37730243612597,14.866706278471,0.334521687462864,0.985244602891662,5.58645276292335,19.5604080015845,4.54307783719548,42.1981580510992,8.87631214101802,7.81144781144781,90.3773024361259,1,0.816201227965934
"第七水","fresh leaves","FS",38.5140915369125,12.0813988790863,3.36980306345733,14.6906703799483,0.349811020489357,1.02297592997812,5.9385876268152,19.7493534911478,4.59906504873682,42.5298388701015,8.73443405609708,8.19643922816789,91.6249811020489,2,0.854286851004575
"第七水","fresh leaves","FS",37.6960045324654,8.22785602319555,2.42082257103119,15.3606199086032,0.4221140472879,0.931055036757401,6.02394198291278,18.5402344526128,4.344724816213,40.9319491357044,8.8567454798331,7.71905424200278,88.1922312735943,3,0.844526127558116
"第七水","black tea","FS",15.8618880375929,10.0687911200657,2.31360828850369,14.5861725443315,1.87198645148436,0.318633193863319,0.372185694361427,0.958358238692967,0.631998406056983,1.13488742777446,0,0.768778641163578,4.32969117354055,1,0.144849571627814
"第七水","black tea","FS",14.0495264404774,13.3786078003003,3.54192391953794,12.8339972117108,2.64160525791675,0.166102370045808,0.416450906193985,0.958773152758415,0.618900617406891,0.974805815574587,0,0.835690101573392,4.12786297550289,2,0.157140011949811
"第七水","black tea","FS",13.4958836202972,10.5697970801063,2.33207547169811,14.3268123138034,2.6883813306852,0.152929493545184,0.504724925521351,0.875273088381331,0.679940417080437,1.19970208540218,0,0.87408142999007,4.44385104270109,3,0.157199602780536
